date,year,month,day,day_of_week,week_of_year,season,workout_type,minutes,minutes_raw,miles,pace_min_per_mile,comments,extras,is_race,race_name,race_distance,race_time,source_file
2006-10-18,2006,10,18,Wednesday,42,fall,run,,,7.5,,"missed the vans to the arboretum since I've been (and I'm going to be) in lab all the time this week, so I ran with Coach H, to Fresh Pond and back through Harvard Sq. Never really picked up the pace, but I wasn't feeling as crappy as I thought I might after yesterday",,0,,,,fall06log.html
2006-10-19,2006,10,19,Thursday,42,fall,run,46.92,46:55,6.0,7.82,"grass loops. Mostly a bunch of high 6:40's, finishing with a 6:38, 6:17",lifting,0,,,,fall06log.html
2006-10-20,2006,10,20,Friday,42,fall,tempo,58.58,58:35,7.5,7.8107,"Tempo at FP. Warmed up 2 miles then alternated between 2:00 and 3:00 tempos. It was pouring rain by the 3rd pickup, which was ok, but I was exhausted from the whole week, schoolwise, and things didn't really go amazingly, but it was fine",,0,,,,fall06log.html
2006-10-21,2006,10,21,Saturday,42,fall,run,63.82,63:49,8.0,7.9775,"no meet this weekend so I just went along the river, watching the Head of the Charles. It's cooling off now, about mid-forties when I went this morning, but nice.",,0,,,,fall06log.html
2006-10-22,2006,10,22,Sunday,42,fall,long run,81.03,81:02,10.0,8.103,"just wandered around today, science museum to boston common, then back over the BU bridge to watch the boats again. another cool day",,0,,,,fall06log.html
2006-10-23,2006,10,23,Monday,43,fall,run,62.72,62:43,8.0,7.84,"the Jamaica Pond and back, not all the way around though. Solid run today, started off with Jessie, Erika, Adrienne and Coach H, at a decent pace but Jessie and Erika turned back earlier. The rest of us turned at 32 minutes, and got moving nicely on the way back (maybe because it was downhill?). I felt really great though, coming back across Beacon and then Comm Ave. When we got over the BU bridge, though, Adrienne pulled away for an agressive end-of-run pickup, but I didn't feel like racing so I just kept it fast, but not strenuous. I'll be pretty pumped if I feel this way come Saturday.",lifting. A good day in the weight room too.,0,,,,fall06log.html
2006-10-24,2006,10,24,Tuesday,43,fall,intervals,,,7.0,,"Wilderness Pizza Relays. We were paired off with partners of equal ability, and each pair was handicapped so the fastest teams started last. We had to do four wilderness loops apiece for the race, then the top 8 added on two more. After some shuffling due to absentees, I ended up being paired with Adrienne, 58 seconds back. We were pretty much right in the middle, with Maria and Finn starting something like 30 seconds behind us. Adrienne ran first and tagged off to me with no changes in position. I ran a comfortable first loop, still all alone, in 3:01. We were gaining ground the whole time and by the third loop Adrienne had passed Gwen and was moving up on Jessie. Gwen was paired with Labuz and Jessie with Erika, and it was the three of us together on that loop. I moved away from Liz pretty quickly, then got Erika on the beginning of the grassy, downhill stretch. I ran scared the rest of the interval but managed to put a good gap on her, which Adrienne lengthened. On the last interval it was me and Erika, although I got off the line first, and I figured if I got a good enough gap before she got going, it would look more discouraging. So I started off hard and just tried to hang on, and managed to come in first. After the race, we had two more to do, which sucked more than anything... we were all tired and with no motivation, and everyone dropped a good 15-20 seconds per interval. 3:01, 3:00, 2:58, 3:04, 3:20, 3:21 ¡Ganamos una pizza!",,0,,,,fall06log.html
2006-10-25,2006,10,25,Wednesday,43,fall,run,64.8,64:48,7.5,8.64,"last trip to the arboretum... just ran around pretty easily, recovering from yesterday. the hills were a little rough today",,0,,,,fall06log.html
2006-10-26,2006,10,26,Thursday,43,fall,grass loops,,(40),5.5,,mm... chilly today. still feeling tuesday a little,"lifting, kept it a little lighter to not be sore for saturday.",0,,,,fall06log.html
2006-10-27,2006,10,27,Friday,43,fall,pre-meet,,,3.0,,"drove out to Mt. Holyoke and ran the course, same as the one I did a fartlek on a few weeks back. seems ok, but tomorrow is supposed to be rainy and ugly",,0,,,,fall06log.html
2006-10-28,2006,10,28,Saturday,43,fall,,,,7.0,,"A dissapointing repeat of a 4th place finish, this year behind Coast Guard, Wellesley and Smith. The whole thing, really, came down to one mistake of letting the race get out across the field and having our whole team funneled back to about 40th place before the first turn, after which point there was nowhere to pass anyone until after the first mile or so. We (at least I) realized the mistake pretty much immediately, when we watched runners from teams that weren't even in contention flooding in in front of us, but even then it was practically too late to do anything. Not to mention that the course was flooded with at least 2 inches of rain and/or 4 inches of mud , limiting the places where we could run. I don't know how everyone else felt, but I basically just had the sensation that I truly was pushing myself as hard as I could the whole time, but with no result; I just simply wasn't passing anyone. Maybe I took pizza relays too seriously, maybe I am getting a little sick or maybe today just wasn't going to be my day. It's a really frustrating thing, to think that all of our talent couldn't come to fruitition on account of a silly strategical mistake--I don't know how we messed that up; if it was everyone's fault for not knowing, my fault for not passing on my knowledge of crowded starts from high school, or Coach Taylor's fault for not explicitly telling us that. I think, really, the responsibility lies a little bit in every body, not in a blame sense but just in the sense that everyone should be responsible for knowing and sharing always. Anyway, I am sad that Jessie and I didn't get to walk up and accept the trophy on behalf of the team and sad that this was the only opportunity and it's over. I know there's still regionals and the chance for 7 of us to represent MIT and prove how good we are, hopefully to the nation. But it's still too bad for everyone who finished their season today, and I feel badly that they don't get to feel like they raced in the race where we proved we were the best in our conference.",2 mi wu/2 mi cd,1,"NEWMAC Championships, Holyoke , MA",5k,21:22,fall06log.html
2006-10-30,2006,10,30,Monday,44,fall,run,36.25,36:15,4.5,8.0556,"Took yesterday off because I wasn't feeling well, and I was still groggy and out of it today, so I ran on my own, shorter and slower.","lifting, last day",0,,,,fall06log.html
2006-10-31,2006,10,31,Tuesday,44,fall,run,,,4.5,,"another easy day, although I'm feeling a bit better. missed the fartlek, but I'm not heartbroken",,0,,,,fall06log.html
2006-11-01,2006,11,1,Wednesday,44,fall,run,55.78,55:47,7.0,7.9686,"feeling a lot better today, and fresh as well from all the rest. I'm still congested but I don't have the drowsy/heart racing feeling, so I'm pretty sure I'm over it. Ran to the Commons via Science Museum with the group, although they were running a little slower from yesterday's workout and I was feelign a little antsy. We got moving ok toward the end, then when we got back, I added on a grass loop at a little faster pace just to feel a little better.",,0,,,,fall06log.html
2006-11-02,2006,11,2,Thursday,44,fall,grass loops,49.88,49:53,6.0,8.3133,"7 grass loops... they felt fast since it was pretty cool and dark today. I ran with a longsleeve but probably didn't need it. Ended with 6:46, 6:29, so nothing specatular",,0,,,,fall06log.html
2006-11-03,2006,11,3,Friday,44,fall,intervals,,,6.0,,"Pizza Relays 2, this time it was just 2 teams of 4xmile, on account of a lot of people being either done with their season or forcibly done with their season (the injury bug has hit hard). The race was pretty much over after the second leg. I got the baton for the third leg about 20 seconds up, and pretty much just pushed hard enough so that I was running what felt even, finishing in 5:47. After the relay, we ran 2x800 and 4x400, windows of 2:49-2:51, 81-83, with 200 rest after the 800's and 100 between 4's. The 800's were manageable; I led the first in 2:49, then followed for the next in 2:51. The 400's were a little tougher for me, but I managed to hit every one, 82, 82, 83, 82. Just like all of my workouts lately (and races too, I guess) nothing was smooth, easy, or amazing feeling, but I have the focus to stick with it, so I guess that's all I need for next weekend.",,0,,,,fall06log.html
2006-11-04,2006,11,4,Saturday,44,fall,run,56.45,56:27,7.0,8.0643,"ran out Mass Ave, turned on Columbus and followed the Southwest Corridor out until I hit 28 minutes. Wasn't moving very fast, definitely feeling yesterday a little. Ran exactly 8 min pace the whole way, based on the route I measured on GMaps.",,0,,,,fall06log.html
2006-11-05,2006,11,5,Sunday,44,fall,run,48.85,48:51,6.0,8.1417,,,0,,,,fall06log.html
2006-11-06,2006,11,6,Monday,45,fall,run,42.08,42:05,5.5,7.6509,"Footbridge-Harvard with Jessie, Liz, and Adrienne. Started off really easy but picked it up nicely on the way back, then picked it up again a little more from the far end of the bridge to bring the average down to about 7:35, right where it should be. Today felt easy and nice, which is a great way to start off this peak.",,0,,,,fall06log.html
2006-11-07,2006,11,7,Tuesday,45,fall,intervals,,,6.0,,"3x800, 3x400, with the same goal times and rest as last week. The first 800 felt a little junky, but I got in a decent rhythm by the third one (which I led) and things were going pretty smoothly. Switching to the 400's didn't present too much of a shock, although I fell off a bit on the 2nd. Coach gave us extra rest before the last one, to make sure our legs felt ok, which helped a whole bunch. I finished off leading the final one in what was the easiest interval of the night, even though it was the fastest. Looking back on last year's workouts I'm amazed at how much faster this is going, and I plan on translating this into Saturday's race. 2:51, 2:50, 2:50, 81, 84, 79",ice bath,0,,,,fall06log.html
2006-11-08,2006,11,8,Thursday,45,fall,aqua-jog,30.0,30,,,"The day off before the Williams meet seemed to do me good, so I opted to pool run today. Tomorrow is a pre-meet on the Springfield course, and then I'm ready to kick ass at my last cross country meet ever. I'm feeling primed and ready to go.",,0,,,,fall06log.html
2006-11-08,2006,11,8,Wednesday,45,fall,run,,,6.0,,"A long 6, but yesterday was short. Lots of rain and puddles today, and we didn't go until 5, so it was dark. other than that, a pretty non-eventful river-longfellow loop, even though I was hoping to go somewhere more creative",,0,,,,fall06log.html
